Country,Year,Age Group,,No Schooling,Primary Total,Primary Completed,Secondary Total,Secondary Completed,Tertiary Total,Tertiary Completed,Avg. Years of Total Schooling,Avg. Years of Primary Schooling,Avg. Years of Secondary Schooling,Avg. Years of Tertiary Schooling,"Population
(1000s)",Region
,1995,15,64,1.24,22.58,17.83,63.85,54.42,12.32,7.76,9.401,3.855,5.144,0.402,2613,Europe and Central Asia
,2000,15,64,0.52,22.3,18.84,66.04,57.4,10.93,7.22,9.479,3.901,5.215,0.363,2949,Europe and Central Asia
,2005,15,64,0.51,12.87,11.25,72.68,62.71,13.94,8.36,10.257,3.947,5.864,0.446,3287,Europe and Central Asia
,2010,15,64,0.27,4.76,4.38,78.36,67.54,16.62,10.01,10.946,3.982,6.432,0.532,3660,Europe and Central Asia
,2015,15,64,0.21,4.4,4.08,77.36,67.46,18.04,10.6,11.038,3.985,6.48,0.573,3825,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Latvia,1950,15,64,5.39,73.65,23.44,16.28,6.41,4.66,2.77,4.043,2.78,1.115,0.149,1237,Europe and Central Asia
,1955,15,64,4.34,72.08,24.83,18.2,7.21,5.36,3.19,4.308,2.881,1.257,0.171,1323,Europe and Central Asia
,1960,15,64,3.37,68.16,28.33,21.89,8.88,6.58,3.83,4.802,3.069,1.525,0.208,1433,Europe and Central Asia
,1965,15,64,2.47,64.21,28.6,25.55,10.41,7.76,4.59,5.223,3.189,1.787,0.247,1514,Europe and Central Asia
,1970,15,64,1.66,58.87,30.49,30.37,12.59,9.1,5.34,5.776,3.366,2.121,0.289,1569,Europe and Central Asia
,1975,15,64,1.1,53.21,30.34,35.27,15.05,10.41,6.08,6.292,3.498,2.464,0.33,1627,Europe and Central Asia
,1980,15,64,0.76,45.76,28.61,41.73,19.01,11.75,6.89,7.263,4.057,2.833,0.373,1672,Europe and Central Asia
,1985,15,64,0.51,39.14,25.9,47.24,35.78,13.1,8.09,8.19,4.549,3.216,0.424,1728,Europe and Central Asia
,1990,15,64,0.18,33.29,24.21,53.86,42.18,12.61,8.29,8.86,5.086,3.356,0.418,1808,Europe and Central Asia
,1995,15,64,0.23,17.19,13.07,67.88,52.8,14.71,9.33,9.827,5.281,4.065,0.481,1635,Europe and Central Asia
,2000,15,64,0.2,3.77,3.15,81.18,61.16,14.85,9.91,10.666,5.327,4.843,0.495,1587,Europe and Central Asia
,2005,15,64,0.39,2.86,2.53,76.2,57.17,20.55,12.79,11.051,5.304,5.081,0.667,1579,Europe and Central Asia
,2010,15,64,0.46,2.94,2.65,71.88,55.77,24.72,16.05,11.385,5.297,5.273,0.815,1546,Europe and Central Asia
,2015,15,64,0.23,2.36,2.1,69.31,54.85,28.1,18.07,11.736,5.49,5.323,0.923,1306,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Lithuania,1950,15,64,35.69,37.74,28.66,23.95,9.56,2.62,1.47,3.84,2.391,1.367,0.082,1624,Europe and Central Asia
,1955,15,64,30.76,39,32.31,26.89,11.38,3.35,1.91,4.32,2.636,1.578,0.105,1690,Europe and Central Asia
,1960,15,64,25.7,36.73,29.21,32.87,14.7,4.7,2.59,4.955,2.821,1.988,0.146,1818,Europe and Central Asia
,1965,15,64,21.37,35.22,30.61,37.5,19.15,5.91,3.39,5.602,3.053,2.363,0.186,1883,Europe and Central Asia
,1970,15,64,17,30.67,26.44,44.8,24.65,7.53,4.26,6.369,3.235,2.898,0.236,1978,Europe and Central Asia
,1975,15,64,12.81,25.47,23.1,52.59,32.07,9.12,5.16,7.224,3.44,3.498,0.286,2093,Europe and Central Asia
,1980,15,64,9.07,20.62,18.78,59.44,39.26,10.87,6.12,8.155,4.066,3.749,0.34,2223,Europe and Central Asia
,1985,15,64,5.84,16.72,14.69,64.86,45.67,12.59,7.48,8.963,4.67,3.892,0.401,2363,Europe and Central Asia
,1990,15,64,2.63,12.8,11.18,72.63,53.19,11.97,7.81,9.733,5.251,4.086,0.396,2459,Europe and Central Asia
,1995,15,64,2.01,9.67,7.97,74.17,56.03,14.15,9.07,10.061,5.352,4.245,0.464,2393,Europe and Central Asia
,2000,15,64,1.28,8.64,7.96,74.89,58.38,15.18,10.14,10.293,5.476,4.311,0.506,2316,Europe and Central Asia
,2005,15,64,0.31,6.61,6.23,68.53,54.7,24.55,16.05,10.884,5.495,4.577,0.812,2326,Europe and Central Asia
,2010,15,64,0,4.7,4.41,67.17,55.8,28.13,18.41,11.417,5.48,5.006,0.931,2330,Europe and Central Asia
,2015,15,64,0.05,3.68,2.95,63.1,50.96,33.2,21.29,11.756,5.477,5.189,1.09,1957,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Poland,1950,15,64,8.97,71.47,27.91,17.1,7.48,2.47,1.42,5.516,4.848,0.59,0.078,16231,Europe and Central Asia
,1955,15,64,6.54,71.28,28.63,19.33,8.48,2.85,1.65,5.81,5.05,0.67,0.09,17329,Europe and Central Asia
,1960,15,64,4.52,69.91,31.11,22.33,9.26,3.25,1.93,6.191,5.326,0.762,0.104,18009,Europe and Central Asia
,1965,15,64,3.06,68.56,40.33,23.85,16,4.53,2.61,6.918,5.797,0.978,0.143,19541,Europe and Central Asia
,1970,15,64,1.37,65.54,46.56,27.75,22.22,5.37,3.19,7.628,6.242,1.214,0.171,21164,Europe and Central Asia
,1975,15,64,1.41,58.09,46.28,34.86,30.18,5.65,3.3,8.194,6.488,1.527,0.179,22598,Europe and Central Asia
,1980,15,64,0.54,50.64,43.29,43.81,12.31,5.01,3.21,8.308,6.821,1.323,0.164,23346,Europe and Central Asia
,1985,15,64,0.76,44.03,39.03,48.57,12.65,6.64,4.03,8.688,6.985,1.49,0.213,24201,Europe and Central Asia
,1990,15,64,0.46,39.26,36.67,53.07,49.16,7.07,4.59,9.748,7.188,2.327,0.233,24705,Europe and Central Asia
,1995,15,64,1.05,29.35,27.91,59.24,54.31,10.36,6.1,10.322,7.308,2.685,0.329,25519,Europe and Central Asia
,2000,15,64,0.86,24.06,23.19,63.84,59.89,11.24,7.13,10.739,7.447,2.924,0.367,26537,Europe and Central Asia
,2005,15,64,0.36,16.33,15.76,65.12,58.82,18.19,10.49,11.364,7.584,3.207,0.574,27252,Europe and Central Asia
,2010,15,64,0.15,10.75,10.67,68.47,60.57,20.63,13.21,11.62,7.513,3.43,0.677,27704,Europe and Central Asia
,2015,15,64,0.36,9.18,9.04,66.06,53.15,24.4,15.84,11.771,7.42,3.546,0.805,26404,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Republic of Moldova,1950,15,64,46.83,25.86,8.59,24.16,7.33,3.16,1.87,3.458,1.782,1.576,0.101,1503,Europe and Central Asia
,1955,15,64,41.37,27.78,9.55,27.17,8.87,3.68,2.16,3.891,1.981,1.794,0.117,1692,Europe and Central Asia
,1960,15,64,35.49,28.24,9.98,31.3,11.65,4.97,2.79,4.517,2.215,2.146,0.155,1863,Europe and Central Asia
,1965,15,64,30.49,28.02,10.36,35.62,13.73,5.87,3.42,5.08,2.427,2.467,0.186,1998,Europe and Central Asia
,1970,15,64,24.48,24.09,9.16,44.61,18.45,6.82,3.91,6.014,2.722,3.077,0.215,2210,Europe and Central Asia
,1975,15,64,18.63,20.44,8.15,52.7,24.1,8.23,4.62,6.959,3.009,3.693,0.257,2470,Europe and Central Asia
,1980,15,64,13.37,17.04,7.05,60.19,30.71,9.4,5.39,7.843,3.265,4.281,0.296,2626,Europe and Central Asia
,1985,15,64,9.21,14.56,6.32,65.82,36.34,10.41,6.4,8.549,3.467,4.746,0.336,2750,Europe and Central Asia
,1990,15,64,4.9,12.12,5.51,72.25,41.44,10.77,6.9,9.222,3.673,5.195,0.353,2784,Europe and Central Asia
,1995,15,64,3.09,9.63,4.71,76.19,44.38,11.1,7.11,9.616,3.778,5.474,0.364,2794,Europe and Central Asia
,2000,15,64,1.77,7.33,3.89,78.94,45.38,11.97,7.6,9.944,3.861,5.692,0.391,2724,Europe and Central Asia
,2005,15,64,0.85,5.28,3.11,82.17,47.89,11.7,7.59,10.194,3.923,5.885,0.386,2629,Europe and Central Asia
,2010,15,64,0.38,2.95,2.23,81.58,58.27,15.09,9.65,10.766,3.97,6.301,0.495,2584,Europe and Central Asia
,2015,15,64,0.47,4.09,2.91,61.28,33.33,33.94,21.61,11.167,3.949,6.107,1.111,3019,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Romania,1950,15,64,14.26,72.46,4.11,11.38,1.08,1.9,1.17,4.511,4.125,0.325,0.061,10808,Europe and Central Asia
,1955,15,64,12.04,70.72,4.07,15.1,2.79,2.22,1.33,4.894,4.377,0.446,0.071,11562,Europe and Central Asia
,1960,15,64,10.45,66.14,3.89,20.74,5.53,2.66,1.58,5.391,4.674,0.632,0.085,11983,Europe and Central Asia
,1965,15,64,8.37,62.77,3.83,26.44,6.85,2.43,1.54,5.815,4.973,0.763,0.079,12508,Europe and Central Asia
,1970,15,64,5.93,49.52,3.13,40.65,14.56,3.91,2.22,7.053,5.67,1.26,0.122,13261,Europe and Central Asia
,1975,15,64,4.12,37.16,2.45,54.53,20.84,4.19,2.55,8.092,6.282,1.675,0.135,13846,Europe and Central Asia
,1980,15,64,2.87,31.07,2.09,61.12,29.8,4.94,2.9,8.784,6.611,2.016,0.157,13998,Europe and Central Asia
,1985,15,64,2.19,24.9,1.74,67.39,34.1,5.52,3.45,9.329,6.899,2.251,0.179,14968,Europe and Central Asia
,1990,15,64,2.47,15.29,1.12,76.31,42.76,5.93,3.94,9.842,6.764,2.881,0.197,15323,Europe and Central Asia
,1995,15,64,2.43,11.81,0.95,78.21,46.76,7.55,4.72,10.373,6.91,3.218,0.245,15317,Europe and Central Asia
,2000,15,64,1.61,9.86,1,80.14,51.01,8.33,5.48,10.701,7.064,3.361,0.276,15086,Europe and Central Asia
,2005,15,64,1.15,7.55,0.97,79.82,52.87,11.48,6.71,10.886,6.787,3.734,0.364,15155,Europe and Central Asia
,2010,15,64,0.93,4.21,0.59,82.89,57.9,11.97,7.74,11.244,6.593,4.256,0.394,15001,Europe and Central Asia
,2015,15,64,0.84,3.34,0.5,80.83,53.42,15,9.64,11.388,6.373,4.522,0.493,13452,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Russian Federation,1950,15,64,14.81,53.51,17.79,28.32,7.81,3.41,1.39,4.08,2.695,1.289,0.096,67037,Europe and Central Asia
,1955,15,64,10.57,51.1,17.26,34.53,10,3.83,1.55,4.575,2.902,1.566,0.108,74502,Europe and Central Asia
,1960,15,64,8.45,49.77,17.25,37.67,12.86,4.11,1.39,4.884,3.012,1.763,0.11,76571,Europe and Central Asia
,1965,15,64,6.42,41.95,14.94,45.31,16.76,6.34,2.37,5.62,3.204,2.242,0.174,80522,Europe and Central Asia
,1970,15,64,4.33,35.33,13.3,53.77,23.53,6.59,2.7,6.391,3.387,2.818,0.186,85728,Europe and Central Asia
,1975,15,64,4.19,26.6,10.48,58,29.02,11.21,4.56,7.286,3.51,3.461,0.315,91069,Europe and Central Asia
,1980,15,64,3.32,19.46,8.09,59.78,34.17,17.43,7.02,8.363,4.119,3.755,0.489,94364,Europe and Central Asia
,1985,15,64,2.46,14.43,6.15,55.66,34.85,27.44,10.72,9.366,4.594,4.009,0.763,96743,Europe and Central Asia
,1990,15,64,2.08,10.29,4.59,52.68,34.33,34.94,14.06,10.213,5.061,4.172,0.98,99113,Europe and Central Asia
,1995,15,64,1.13,6.02,2.96,52.28,32.6,40.57,14.57,10.727,5.271,4.353,1.103,98990,Europe and Central Asia
,2000,15,64,0.35,2.84,1.56,46.22,33.43,50.59,20.81,11.535,5.424,4.684,1.428,101777,Europe and Central Asia
,2005,15,64,0.34,2.79,1.86,40.16,28.71,56.71,23.69,11.762,5.518,4.636,1.608,101599,Europe and Central Asia
,2010,15,64,0.46,1.75,1.15,34.83,25.41,63.08,26.59,12.023,5.407,4.823,1.793,100884,Europe and Central Asia
,2015,15,64,0.72,1.56,1.07,33.02,24.22,64.73,27.58,12.073,5.334,4.893,1.846,96090,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Serbia,1950,15,64,34.05,55.21,29.85,9.9,3.41,0.84,0.51,4.588,4.262,0.3,0.027,4552,Europe and Central Asia
,1955,15,64,29.95,56.65,31.24,12.53,4.47,0.86,0.54,4.99,4.587,0.375,0.028,4900,Europe and Central Asia
,1960,15,64,25.62,58.66,25.85,14.22,5.73,1.5,0.84,5.144,4.638,0.459,0.047,5129,Europe and Central Asia
,1965,15,64,20.31,62.1,24.28,15.4,6.49,2.18,1.22,5.455,4.862,0.525,0.068,5426,Europe and Central Asia
,1970,15,64,15.88,63.24,29.05,18.35,8.87,2.57,1.55,6.094,5.365,0.647,0.082,5769,Europe and Central Asia
,1975,15,64,13.31,59.28,31.03,22.95,11.67,4.45,2.45,6.813,5.805,0.87,0.138,6010,Europe and Central Asia
,1980,15,64,10.59,56.81,32.72,27.41,15.74,5.18,3.15,7.425,6.188,1.07,0.167,6295,Europe and Central Asia
,1985,15,64,9.05,53.35,32.96,31.41,19.26,6.19,3.89,7.923,6.46,1.261,0.202,6636,Europe and Central Asia
,1990,15,64,7.27,49.24,33.07,35.92,23.42,7.57,4.79,8.153,6.39,1.516,0.247,6812,Europe and Central Asia
,1995,15,64,3.88,43.51,32.25,42.58,28.39,10.03,6.34,8.877,6.36,2.189,0.327,7035,Europe and Central Asia
,2000,15,64,2.11,35.96,29.43,50.27,34.75,11.66,7.87,9.515,6.261,2.864,0.391,7059,Europe and Central Asia
,2005,15,64,1.49,18.02,15.51,66.08,45.51,14.4,9,10.598,6.057,4.073,0.468,7102,Europe and Central Asia
,2010,15,64,0.91,2.12,1.86,82,57.47,14.98,9.88,11.519,5.834,5.188,0.497,7193,Europe and Central Asia
,2015,15,64,0.97,2.68,2.58,77.69,55.93,18.7,12.03,11.659,5.547,5.497,0.615,5937,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Slovakia,1950,15,64,1.6,78.01,49.45,18.61,7.91,1.78,0.97,8.227,7.571,0.602,0.055,2231,Europe and Central Asia
,1955,15,64,1.01,77.19,49.81,19.65,8.57,2.15,1.19,8.394,7.677,0.65,0.067,2358,Europe and Central Asia
,1960,15,64,0.47,76.18,49.58,21.23,9.41,2.09,1.24,8.521,7.757,0.696,0.067,2519,Europe and Central Asia
,1965,15,64,0.74,64.02,43.93,31.87,13.76,3.38,1.82,9.181,8.03,1.048,0.104,2654,Europe and Central Asia
,1970,15,64,0.39,54.33,39.13,41.7,21.16,3.61,2.11,9.799,8.283,1.401,0.114,2879,Europe and Central Asia
,1975,15,64,0.66,47.15,34.51,46.95,27.53,5.24,2.74,10.231,8.372,1.699,0.16,3044,Europe and Central Asia
,1980,15,64,0.31,41.01,30.68,53.03,24.87,5.55,3.12,10.452,8.499,1.78,0.173,3157,Europe and Central Asia
,1985,15,64,1.28,38.5,29.25,52.33,25.3,7.9,4.07,10.577,8.469,1.869,0.239,3311,Europe and Central Asia
,1990,15,64,1.33,32.49,25.1,57.56,43.9,8.62,4.64,11.187,8.548,2.374,0.265,3388,Europe and Central Asia
,1995,15,64,1.67,24.88,20.24,62.8,49.24,10.64,5.42,11.628,8.64,2.667,0.321,3570,Europe and Central Asia
,2000,15,64,2.01,21.25,17.67,66.02,55.01,10.71,5.6,11.719,8.543,2.849,0.326,3730,Europe and Central Asia
,2005,15,64,1.24,17.28,14.53,65.25,35.5,16.24,7.61,11.416,8.159,2.78,0.477,3862,Europe and Central Asia
,2010,15,64,0.55,15.03,12.81,66.25,38.42,18.17,9.01,11.619,7.8,3.275,0.544,3927,Europe and Central Asia
,2015,15,64,0.64,12.88,10.95,67.58,56.87,18.9,9.09,12.04,7.395,4.086,0.56,3842,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Slovenia,1950,15,64,25.22,49.15,32.01,24.08,8.08,1.55,0.95,6.052,5.297,0.705,0.05,966,Europe and Central Asia
,1955,15,64,21.69,50,33.31,26.7,9.89,1.61,1,6.446,5.597,0.796,0.052,997,Europe and Central Asia
,1960,15,64,18.76,53.34,36.13,26.64,10.53,1.26,0.81,6.646,5.811,0.794,0.042,1024,Europe and Central Asia
,1965,15,64,12.38,49.13,28.33,35.63,15.72,2.86,1.65,7.409,6.177,1.141,0.09,1061,Europe and Central Asia
,1970,15,64,8.55,45.45,27.3,42.51,20.32,3.54,2.2,8.107,6.594,1.398,0.115,1102,Europe and Central Asia
,1975,15,64,6.92,42.19,33.25,45.29,23.72,5.59,3.2,8.868,7.089,1.604,0.176,1138,Europe and Central Asia
,1980,15,64,5,39.36,34.32,49.03,27.83,6.6,4.03,9.411,7.397,1.801,0.213,1199,Europe and Central Asia
,1985,15,64,2.44,27.09,24.54,61.86,36.91,8.61,5.32,10.301,7.703,2.32,0.279,1269,Europe and Central Asia
,1990,15,64,0.49,14.7,13.81,75.12,46.85,9.68,6.35,10.883,7.487,3.075,0.321,1311,Europe and Central Asia
,1995,15,64,0.48,9.14,8.3,77.61,50.78,12.78,7.98,11.196,7.063,3.718,0.415,1361,Europe and Central Asia
,2000,15,64,0.49,3.15,2.88,82.51,57.81,13.85,9.3,11.559,6.7,4.396,0.463,1380,Europe and Central Asia
,2005,15,64,0.68,2.23,1.92,78.44,57.52,18.7,11.78,11.82,6.341,4.869,0.61,1387,Europe and Central Asia
,2010,15,64,0.57,1.05,0.87,76.72,58.67,21.66,14.39,12.061,6.046,5.294,0.721,1380,Europe and Central Asia
,2015,15,64,0.19,1.38,1.08,74.6,55.04,23.78,15.52,12.15,5.844,5.52,0.786,1395,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Tajikistan,1950,15,64,39.55,29.59,19.18,27.89,10.99,2.97,1.73,4.265,2.21,1.961,0.094,948,Europe and Central Asia
,1955,15,64,34.54,30.07,19.5,31.87,12.77,3.52,2.03,4.777,2.407,2.259,0.111,1093,Europe and Central Asia
,1960,15,64,29.78,28.58,19.11,36.55,17.36,5.09,2.79,5.533,2.62,2.756,0.158,1158,Europe and Central Asia
,1965,15,64,25.33,27.41,18.54,41.31,20.27,5.95,3.44,6.147,2.809,3.15,0.188,1243,Europe and Central Asia
,1970,15,64,19.51,23.89,16.8,49.58,27.68,7.01,3.94,7.167,3.078,3.871,0.219,1422,Europe and Central Asia
,1975,15,64,14.25,19.64,14.1,57.67,34.52,8.44,4.62,8.175,3.319,4.595,0.261,1717,Europe and Central Asia
,1980,15,64,9.79,15.11,11.12,66.1,44.38,9.01,5.03,9.166,3.529,5.357,0.281,2079,Europe and Central Asia
,1985,15,64,6.54,11.31,8.32,72.32,51.77,9.83,5.79,9.946,3.679,5.955,0.312,2441,Europe and Central Asia
,1990,15,64,3.79,8.08,5.94,78.79,59.17,9.34,5.82,10.475,3.806,6.366,0.303,2812,Europe and Central Asia
,1995,15,64,1.55,5.42,4.17,83.76,65.25,9.26,5.68,10.85,3.913,6.639,0.299,3026,Europe and Central Asia
,2000,15,64,0.25,5.15,4.6,86.77,68.02,7.83,5.12,10.89,3.979,6.652,0.259,3340,Europe and Central Asia
,2005,15,64,0.18,7.75,7.17,85.07,65.62,7.01,4.46,10.58,3.981,6.369,0.229,3720,Europe and Central Asia
,2010,15,64,0.14,8.58,7.99,84.33,64.4,6.95,4.24,10.444,3.983,6.238,0.224,4259,Europe and Central Asia
,2015,15,64,0.6,6.92,6.48,74.29,53.19,18.19,10.32,10.759,3.967,6.222,0.57,5173,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Ukraine,1950,15,64,17.66,54.88,41.04,24.46,10.05,3.01,1.75,4.537,3.017,1.425,0.095,24300,Europe and Central Asia
,1955,15,64,15.51,49.42,39.55,31.47,11.69,3.61,2.1,5.082,3.182,1.786,0.114,27302,Europe and Central Asia
,1960,15,64,13.02,46.18,37.79,36.02,15.99,4.78,2.73,5.613,3.311,2.151,0.15,28477,Europe and Central Asia
,1965,15,64,11.05,39.92,32.82,43.69,20,5.34,3.2,6.181,3.416,2.595,0.171,29612,Europe and Central Asia
,1970,15,64,8.76,32.63,25.95,52.79,28.33,5.82,3.48,6.9,3.516,3.198,0.186,31173,Europe and Central Asia
,1975,15,64,7.42,24.79,19.79,59.17,34.1,8.63,4.92,7.654,3.603,3.78,0.271,32618,Europe and Central Asia
,1980,15,64,6.08,17.86,14.35,63.78,40.67,12.28,6.96,8.548,4.132,4.031,0.385,33355,Europe and Central Asia
,1985,15,64,4.93,14.09,11.42,63.97,43.1,17.01,10.26,9.279,4.569,4.164,0.545,34146,Europe and Central Asia
,1990,15,64,3.49,10.86,8.88,63.42,43.99,22.22,13.95,10.032,5.042,4.267,0.723,34476,Europe and Central Asia
,1995,15,64,1.49,6.41,5.38,62.19,44.42,29.91,18.96,10.811,5.296,4.538,0.977,33996,Europe and Central Asia
,2000,15,64,0.52,3.19,2.85,59.08,43.18,36.99,24.09,11.343,5.408,4.713,1.222,33469,Europe and Central Asia
,2005,15,64,0.29,3.82,3.56,56.51,43.04,39.38,24.63,11.518,5.415,4.823,1.28,32069,Europe and Central Asia
,2010,15,64,0.23,5.02,4.76,52.34,41,42.41,26.42,11.533,5.299,4.858,1.377,31091,Europe and Central Asia
,2015,15,64,0.24,6.34,6.04,49.08,39.18,44.35,27.38,11.568,5.322,4.812,1.434,31027,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Argentina,1950,15,64,13.33,75.67,29.34,9.95,3.97,1.02,0.74,4.908,4.443,0.429,0.035,11193,Latin America and the Caribbean
,1955,15,64,11.79,74.06,29.29,12.21,5.17,1.95,1.22,5.238,4.608,0.567,0.063,12187,Latin America and the Caribbean
,1960,15,64,10,71.66,29.91,15.11,6.91,3.24,1.79,5.694,4.84,0.754,0.101,13128,Latin America and the Caribbean
,1965,15,64,7.95,70.99,30.62,17.14,8.39,3.93,2.01,6.028,5.031,0.878,0.119,14166,Latin America and the Caribbean
,1970,15,64,5.66,69.04,31.1,20.61,10.44,4.71,2.41,6.483,5.278,1.063,0.142,15259,Latin America and the Caribbean
,1975,15,64,4.84,64.96,32.66,23.1,12.61,7.1,3.09,7.035,5.531,1.3,0.204,16463,Latin America and the Caribbean
,1980,15,64,3.9,60.41,32.28,27.65,15.24,8.05,3.71,7.515,5.743,1.537,0.235,17240,Latin America and the Caribbean
,1985,15,64,4.11,54.72,33.27,29.99,17.77,11.18,4.35,8.086,5.962,1.814,0.311,18334,Latin America and the Caribbean
,1990,15,64,3.79,48.39,31.49,33.35,20.3,14.5,4.95,8.666,6.145,2.132,0.389,19655,Latin America and the Caribbean
,1995,15,64,3.21,45.42,32.56,39.58,23.75,11.79,4.03,8.894,6.325,2.252,0.316,21386,Latin America and the Caribbean
,2000,15,64,2.62,42.85,33.26,45.25,26.57,9.28,2.99,9.079,6.481,2.353,0.245,22918,Latin America and the Caribbean
,2005,15,64,0.87,38.99,31.82,49.72,30.53,10.42,2.61,9.572,6.688,2.623,0.261,24559,Latin America and the Caribbean
,2010,15,64,0.05,30.69,25.46,44.51,27.19,24.75,4.34,10.418,6.683,3.154,0.582,26245,Latin America and the Caribbean
,2015,15,64,0.62,33.16,29.88,44.89,28.45,21.33,2.93,10.206,6.587,3.133,0.485,27593,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Barbados,1950,15,64,2.32,82.88,23.85,14.04,3.22,0.76,0.45,4.678,4.09,0.564,0.024,129,Latin America and the Caribbean
,1955,15,64,1.86,82.22,26.26,15.03,3.56,0.89,0.52,4.849,4.21,0.611,0.028,131,Latin America and the Caribbean
,1960,15,64,1.46,80.61,28.61,16.91,4.09,1.02,0.6,5.076,4.352,0.691,0.032,129,Latin America and the Caribbean
,1965,15,64,1.09,51.32,18.01,46.37,11.56,1.23,0.67,6.785,4.936,1.812,0.038,127,Latin America and the Caribbean
,1970,15,64,0.58,20.43,7.5,77.85,18.98,1.13,0.66,8.586,5.577,2.973,0.036,130,Latin America and the Caribbean
,1975,15,64,0.67,33.06,12.11,63.38,15.43,2.89,1.37,7.954,5.331,2.538,0.085,143,Latin America and the Caribbean
,1980,15,64,1.44,37.54,13.85,56.44,13.6,4.61,2.21,7.718,5.205,2.378,0.136,149,Latin America and the Caribbean
,1985,15,64,0.69,27.02,10.01,67.39,17.03,4.9,2.5,8.423,5.448,2.827,0.148,153,Latin America and the Caribbean
,1990,15,64,0.79,20.13,7.68,75.12,19.71,3.97,2.22,8.786,5.579,3.083,0.124,164,Latin America and the Caribbean
,1995,15,64,0.55,14.92,6.26,81.71,21.91,2.82,1.62,9.073,5.707,3.278,0.089,173,Latin America and the Caribbean
,2000,15,64,0.01,11.06,4.94,87.68,22.97,1.12,0.65,9.23,5.808,3.387,0.035,184,Latin America and the Caribbean
,2005,15,64,0.04,9.01,4.05,88.21,22.48,2.73,1.2,9.412,5.849,3.485,0.079,191,Latin America and the Caribbean
,2010,15,64,0.25,7.48,3.45,87.13,21.67,5.14,2.27,9.566,5.864,3.554,0.148,198,Latin America and the Caribbean
,2015,15,64,0.58,6.14,2.94,80.68,19.61,12.59,5.37,9.904,5.869,3.676,0.359,191,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Belize,1950,15,64,12.69,69.92,47.42,8.22,0.77,9.18,4.56,7.28,6.086,0.92,0.275,40,Latin America and the Caribbean
,1955,15,64,11.39,70.82,49.05,8.15,0.86,9.63,4.88,7.461,6.218,0.953,0.29,42,Latin America and the Caribbean
,1960,15,64,9.75,70.81,50.71,8.8,1.32,10.63,5.32,7.796,6.416,1.061,0.319,48,Latin America and the Caribbean
,1965,15,64,9.2,73.49,63.78,10.96,1.77,6.35,3.25,7.911,6.875,0.844,0.192,51,Latin America and the Caribbean
,1970,15,64,7.95,76.18,71.65,14.78,2.98,1.11,0.67,7.861,7.184,0.64,0.036,59,Latin America and the Caribbean
,1975,15,64,7.65,73.45,71.07,17.38,3.65,1.52,0.83,8.114,7.293,0.774,0.047,65,Latin America and the Caribbean
,1980,15,64,6.51,71.52,57.09,20.33,4.94,1.66,0.99,7.882,6.905,0.924,0.053,71,Latin America and the Caribbean
,1985,15,64,8.65,66.03,53.84,20.97,5.32,4.35,2.32,8.1,6.82,1.146,0.133,84,Latin America and the Caribbean
,1990,15,64,8.57,60.88,60.53,23.67,7.11,6.78,3.69,8.972,7.293,1.469,0.21,96,Latin America and the Caribbean
,1995,15,64,4.95,53.53,53.12,34.83,11.44,6.69,3.74,9.62,7.587,1.824,0.209,115,Latin America and the Caribbean
