Country,Year,Age Group,,No Schooling,Primary Total,Primary Completed,Secondary Total,Secondary Completed,Tertiary Total,Tertiary Completed,Avg. Years of Total Schooling,Avg. Years of Primary Schooling,Avg. Years of Secondary Schooling,Avg. Years of Tertiary Schooling,"Population
(1000s)",Region
,2005,15,64,0.49,13.41,11.87,73.4,63.08,12.7,7.63,10.177,3.95,5.821,0.407,1624,Europe and Central Asia
,2010,15,64,0.26,4.86,4.49,79.85,68.32,15.03,9.05,10.875,3.982,6.411,0.482,1806,Europe and Central Asia
,2015,15,64,0.2,4.48,4.13,78.69,68,16.62,9.6,10.967,3.985,6.458,0.524,1889,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Latvia,1950,15,64,4.81,71.7,25.24,17.39,7,6.08,4.08,4.347,2.878,1.266,0.203,518,Europe and Central Asia
,1955,15,64,3.87,70.34,26.75,18.97,7.86,6.8,4.57,4.597,2.973,1.397,0.227,571,Europe and Central Asia
,1960,15,64,2.97,67.3,30.89,21.75,9.34,7.97,5.17,5.037,3.153,1.622,0.263,621,Europe and Central Asia
,1965,15,64,2.14,63.56,31.16,25.26,10.82,9.05,5.82,5.433,3.266,1.869,0.297,688,Europe and Central Asia
,1970,15,64,1.46,58.5,33.26,29.92,12.97,10.13,6.47,5.948,3.437,2.179,0.332,726,Europe and Central Asia
,1975,15,64,0.98,53.27,33.09,34.55,15.39,11.19,6.95,6.414,3.557,2.494,0.363,761,Europe and Central Asia
,1980,15,64,0.7,46.39,31.37,40.95,19.31,11.96,7.23,7.346,4.138,2.824,0.384,788,Europe and Central Asia
,1985,15,64,0.45,40.22,28.54,46.47,34.9,12.85,8.2,8.204,4.652,3.131,0.421,813,Europe and Central Asia
,1990,15,64,0.17,35.01,26.4,52.91,40.96,11.82,8.02,8.786,5.171,3.219,0.397,870,Europe and Central Asia
,1995,15,64,0.25,18.47,14.44,68.31,52.17,12.96,8.46,9.703,5.346,3.928,0.429,779,Europe and Central Asia
,2000,15,64,0.22,4.47,3.77,82.89,60.8,12.41,8.52,10.516,5.38,4.718,0.419,757,Europe and Central Asia
,2005,15,64,0.46,3.63,3.17,80.12,58.28,15.79,9.98,10.795,5.329,4.95,0.515,760,Europe and Central Asia
,2010,15,64,0.53,3.58,3.14,77.94,58.32,17.94,11.8,11.044,5.3,5.149,0.595,749,Europe and Central Asia
,2015,15,64,0.35,2.89,2.5,77.22,59.06,19.54,12.82,11.341,5.474,5.22,0.647,635,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Lithuania,1950,15,64,30.23,39.04,28.61,27.24,10.98,3.48,2.17,4.286,2.582,1.591,0.113,723,Europe and Central Asia
,1955,15,64,25.9,39.67,36.01,30.13,12.61,4.31,2.72,4.832,2.891,1.8,0.141,764,Europe and Central Asia
,1960,15,64,21.39,36.91,35.09,36.04,15.41,5.67,3.42,5.485,3.108,2.195,0.182,821,Europe and Central Asia
,1965,15,64,17.22,35.13,32.98,40.69,19.94,6.95,4.29,6.071,3.268,2.578,0.225,866,Europe and Central Asia
,1970,15,64,13.53,30.06,28.25,48.08,25.31,8.34,5.11,6.79,3.423,3.098,0.269,923,Europe and Central Asia
,1975,15,64,9.82,24.36,22.26,56.1,33.13,9.71,5.82,7.579,3.565,3.704,0.311,982,Europe and Central Asia
,1980,15,64,6.97,19.42,17.71,62.82,40.35,10.8,6.32,8.416,4.195,3.879,0.342,1055,Europe and Central Asia
,1985,15,64,4.39,15.45,13.7,67.99,46.51,12.18,7.48,9.165,4.8,3.971,0.393,1125,Europe and Central Asia
,1990,15,64,2.02,11.58,10.07,75.14,53.76,11.28,7.56,9.842,5.359,4.106,0.377,1186,Europe and Central Asia
,1995,15,64,1.7,9.36,6.85,76.1,56.49,12.85,8.36,10.047,5.417,4.206,0.424,1152,Europe and Central Asia
,2000,15,64,1.29,9.25,8.43,76.24,58.27,13.22,9,10.177,5.525,4.208,0.445,1113,Europe and Central Asia
,2005,15,64,0.34,7,6.51,72.01,55.99,20.64,13.55,10.688,5.519,4.485,0.684,1123,Europe and Central Asia
,2010,15,64,0,5.05,4.72,72.68,59.8,22.28,14.59,11.18,5.488,4.955,0.737,1131,Europe and Central Asia
,2015,15,64,0.09,3.98,3.06,69.5,55.09,26.42,17.16,11.473,5.448,5.153,0.872,951,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Poland,1950,15,64,6.68,70.17,27.48,19.49,7.77,3.66,2.57,5.855,5.038,0.692,0.125,7624,Europe and Central Asia
,1955,15,64,4.76,69.03,28.11,22.08,8.77,4.13,2.87,6.157,5.235,0.782,0.14,8229,Europe and Central Asia
,1960,15,64,3.23,67.42,29.62,24.87,9.2,4.51,3.2,6.469,5.453,0.862,0.154,8630,Europe and Central Asia
,1965,15,64,2.55,64.97,38.42,27.07,17.8,5.42,3.82,7.191,5.893,1.114,0.185,9445,Europe and Central Asia
,1970,15,64,0.98,62.33,45.17,30.8,24.86,6.02,4.26,7.9,6.341,1.354,0.206,10311,Europe and Central Asia
,1975,15,64,1.08,54.4,43.98,38.1,33.02,6.42,4.33,8.454,6.56,1.679,0.215,11089,Europe and Central Asia
,1980,15,64,0.44,46.9,40.71,46.83,9.65,5.83,4.3,8.437,6.872,1.363,0.202,11531,Europe and Central Asia
,1985,15,64,0.6,40.55,36.21,51.58,9.21,7.26,4.9,8.775,7.026,1.506,0.243,11967,Europe and Central Asia
,1990,15,64,0.39,36.45,34.24,55.57,51.58,7.46,5.13,9.909,7.216,2.441,0.252,12242,Europe and Central Asia
,1995,15,64,0.96,27.7,26.25,61.59,56.47,9.75,6.06,10.392,7.324,2.751,0.316,12668,Europe and Central Asia
,2000,15,64,0.85,23.83,22.78,65.44,61.65,9.88,6.53,10.718,7.453,2.937,0.328,13187,Europe and Central Asia
,2005,15,64,0.37,16.32,15.59,68.01,61.79,15.3,8.95,11.281,7.588,3.208,0.485,13569,Europe and Central Asia
,2010,15,64,0.19,10.77,10.66,72.18,63.67,16.87,10.9,11.486,7.518,3.413,0.555,13800,Europe and Central Asia
,2015,15,64,0.44,9.33,9.08,70.51,56.96,19.72,13.23,11.596,7.417,3.521,0.659,13224,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Republic of Moldova,1950,15,64,38.74,30.7,10.58,26.31,7.67,4.25,2.77,3.955,2.048,1.766,0.14,694,Europe and Central Asia
,1955,15,64,33.66,32.1,11.47,29.46,9.4,4.78,3.12,4.395,2.241,1.996,0.158,779,Europe and Central Asia
,1960,15,64,28.3,31.36,11.54,34.09,12.37,6.25,3.82,5.062,2.471,2.389,0.201,851,Europe and Central Asia
,1965,15,64,23.88,30.14,11.66,38.73,15.04,7.26,4.56,5.657,2.675,2.745,0.236,910,Europe and Central Asia
,1970,15,64,19.04,25.2,10.08,47.76,19.94,8.01,5,6.544,2.936,3.347,0.26,1007,Europe and Central Asia
,1975,15,64,14.02,20.48,8.67,56.27,25.7,9.24,5.5,7.472,3.203,3.974,0.295,1147,Europe and Central Asia
,1980,15,64,9.64,16.6,7.36,63.65,32.12,10.11,5.97,8.284,3.43,4.533,0.321,1234,Europe and Central Asia
,1985,15,64,6.3,13.91,6.46,68.96,37.4,10.83,6.86,8.907,3.599,4.954,0.354,1301,Europe and Central Asia
,1990,15,64,3.12,11,5.33,75.32,42.14,10.62,7.04,9.47,3.764,5.352,0.353,1326,Europe and Central Asia
,1995,15,64,2.19,8.39,4.37,79.07,44.66,10.34,6.82,9.745,3.832,5.57,0.343,1338,Europe and Central Asia
,2000,15,64,1.48,6.27,3.54,81.35,45.31,10.9,7.07,9.982,3.886,5.737,0.359,1315,Europe and Central Asia
,2005,15,64,0.79,4.95,3.05,83.78,46.86,10.48,6.93,10.139,3.931,5.86,0.348,1274,Europe and Central Asia
,2010,15,64,0.41,3.22,2.07,83.56,60.07,12.82,8.36,10.661,3.961,6.276,0.424,1250,Europe and Central Asia
,2015,15,64,0.47,4.22,2.98,65.43,36.75,29.75,19.11,11.017,3.951,6.089,0.977,1473,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Romania,1950,15,64,9.26,74.58,4.47,13.29,1.59,2.86,1.93,4.963,4.455,0.412,0.096,5178,Europe and Central Asia
,1955,15,64,7.9,71.33,4.39,17.71,3.9,3.2,2.13,5.369,4.702,0.56,0.107,5585,Europe and Central Asia
,1960,15,64,6.89,65.13,4.09,24.26,7.71,3.72,2.4,5.918,5.008,0.788,0.123,5829,Europe and Central Asia
,1965,15,64,4.99,61.61,4.01,30.11,9.14,3.28,2.3,6.325,5.296,0.917,0.112,6127,Europe and Central Asia
,1970,15,64,2.49,43.68,2.93,48.38,19.74,5.45,3.32,7.926,6.171,1.58,0.175,6515,Europe and Central Asia
,1975,15,64,2.23,28.8,2.06,63.3,26.99,5.68,3.71,8.973,6.752,2.033,0.188,6836,Europe and Central Asia
,1980,15,64,1.26,24.51,1.74,68.46,37.2,5.78,3.57,9.52,6.989,2.344,0.187,6945,Europe and Central Asia
,1985,15,64,1.15,20.27,1.5,72.29,40.56,6.3,4.09,9.874,7.157,2.509,0.208,7449,Europe and Central Asia
,1990,15,64,1.45,12.3,0.94,79.43,48.13,6.85,4.68,10.271,6.949,3.092,0.231,7648,Europe and Central Asia
,1995,15,64,1.8,9.48,0.8,80.55,51.65,8.17,5.24,10.704,7.038,3.398,0.268,7619,Europe and Central Asia
,2000,15,64,1.36,8.35,0.84,81.51,55.62,8.72,5.88,10.927,7.129,3.507,0.292,7494,Europe and Central Asia
,2005,15,64,1,6.84,0.8,80.68,56.85,11.48,6.79,11.014,6.807,3.842,0.365,7537,Europe and Central Asia
,2010,15,64,0.86,3.93,0.49,83.59,61.42,11.62,7.58,11.311,6.582,4.344,0.384,7460,Europe and Central Asia
,2015,15,64,0.76,3.21,0.41,81.82,56.16,14.21,9.24,11.406,6.342,4.595,0.469,6767,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Russian Federation,1950,15,64,10.58,54.57,19.56,30.32,12.86,4.53,2.76,4.591,2.878,1.567,0.146,27376,Europe and Central Asia
,1955,15,64,8.1,49.61,18.29,37.56,16.05,4.74,2.73,5.093,3.051,1.893,0.15,31503,Europe and Central Asia
,1960,15,64,6.2,47.59,17.95,41.44,19.6,4.76,1.91,5.41,3.159,2.117,0.133,32937,Europe and Central Asia
,1965,15,64,3.74,38.01,14.79,50.52,24.33,7.71,3.7,6.321,3.385,2.708,0.228,35578,Europe and Central Asia
,1970,15,64,2.01,33.14,13.71,57.43,30.76,7.46,3.88,6.965,3.533,3.206,0.227,39034,Europe and Central Asia
,1975,15,64,3.38,24.85,10.88,59.04,34.43,12.73,6.61,7.723,3.586,3.751,0.387,42258,Europe and Central Asia
,1980,15,64,2.83,18.75,8.6,58.85,37.97,19.57,9.87,8.743,4.198,3.956,0.589,44770,Europe and Central Asia
,1985,15,64,2.21,13.27,6.15,55.24,38.68,29.27,14.23,9.744,4.685,4.189,0.87,46222,Europe and Central Asia
,1990,15,64,2.32,9.82,4.64,52.45,37.44,35.41,16.68,10.424,5.127,4.255,1.042,48045,Europe and Central Asia
,1995,15,64,0.85,6.13,3.23,56.99,35.62,36.02,13.88,10.644,5.347,4.298,0.998,48183,Europe and Central Asia
,2000,15,64,0.37,2.97,1.72,50.68,36.85,45.97,22.64,11.474,5.476,4.625,1.372,48987,Europe and Central Asia
,2005,15,64,0.37,3.14,2.11,44.69,31.45,51.8,26.37,11.666,5.551,4.551,1.563,48874,Europe and Central Asia
,2010,15,64,0.51,2.01,1.15,39.56,28.37,58.05,29.52,11.919,5.415,4.753,1.751,48076,Europe and Central Asia
,2015,15,64,0.81,1.35,0.85,37.83,26.89,60,30.62,11.987,5.314,4.861,1.813,45524,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Serbia,1950,15,64,24.73,58.96,41.99,15.43,6.76,0.88,0.62,5.852,5.343,0.479,0.03,2207,Europe and Central Asia
,1955,15,64,20.55,58.83,44.92,19.75,8.39,0.87,0.61,6.426,5.799,0.598,0.03,2387,Europe and Central Asia
,1960,15,64,17.08,59.78,30.74,21.49,10.24,1.65,1.02,6.227,5.472,0.701,0.053,2507,Europe and Central Asia
,1965,15,64,12.15,62.28,25.38,22.86,11.19,2.71,1.59,6.427,5.552,0.789,0.086,2663,Europe and Central Asia
,1970,15,64,8.32,64.09,29.34,24.33,14,3.34,2.21,6.962,5.951,0.9,0.111,2844,Europe and Central Asia
,1975,15,64,7.08,58.02,28.98,29.53,17.53,5.37,3.15,7.599,6.272,1.156,0.17,2969,Europe and Central Asia
,1980,15,64,5.44,54.3,30.24,34.12,22.02,6.09,3.81,8.162,6.598,1.366,0.198,3125,Europe and Central Asia
,1985,15,64,4.64,50.97,30.86,37.49,25.23,6.9,4.51,8.582,6.824,1.53,0.228,3302,Europe and Central Asia
,1990,15,64,4.17,46.65,31.09,41.23,29.03,7.94,5.16,8.667,6.652,1.753,0.262,3410,Europe and Central Asia
,1995,15,64,1.95,41.33,31.07,46.74,33.61,9.98,6.6,9.225,6.527,2.367,0.332,3539,Europe and Central Asia
,2000,15,64,1.7,32.55,27.25,54.06,39.33,11.7,8.15,9.758,6.314,3.048,0.397,3562,Europe and Central Asia
,2005,15,64,1.33,15.87,13.86,69.33,49.99,13.47,8.63,10.72,6.059,4.219,0.442,3599,Europe and Central Asia
,2010,15,64,0.79,1.49,1.32,84.41,61.4,13.31,8.97,11.53,5.811,5.274,0.446,3650,Europe and Central Asia
,2015,15,64,0.7,1.69,1.58,81.23,60.72,16.39,10.74,11.691,5.52,5.628,0.542,2962,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Slovakia,1950,15,64,1.25,69.81,43.77,25.96,17.71,2.98,1.9,8.806,7.716,0.993,0.098,1074,Europe and Central Asia
,1955,15,64,0.77,69.56,44.83,26.16,17.54,3.51,2.22,8.946,7.817,1.014,0.115,1136,Europe and Central Asia
,1960,15,64,0.32,69.79,45.02,26.52,17.32,3.29,2.24,8.969,7.85,1.008,0.111,1222,Europe and Central Asia
,1965,15,64,0.6,53.56,36.88,40.91,21.62,4.93,3.04,9.803,8.196,1.448,0.159,1294,Europe and Central Asia
,1970,15,64,0.38,42.42,31.26,52.17,29.95,5.09,3.37,10.483,8.468,1.846,0.169,1424,Europe and Central Asia
,1975,15,64,0.52,37.2,28.02,55.39,35.74,6.88,4.03,10.856,8.54,2.098,0.218,1506,Europe and Central Asia
,1980,15,64,0.28,32.63,25.1,59.95,30.59,7.14,4.4,10.956,8.631,2.095,0.23,1563,Europe and Central Asia
,1985,15,64,1.11,32.31,25.29,57.16,29.74,9.42,5.24,10.992,8.584,2.115,0.293,1636,Europe and Central Asia
,1990,15,64,1.29,26.68,21.19,62.12,49.63,9.9,5.61,11.579,8.637,2.631,0.31,1678,Europe and Central Asia
,1995,15,64,1.83,18.42,15.27,68.28,54.44,11.48,6.13,11.96,8.694,2.914,0.352,1767,Europe and Central Asia
,2000,15,64,2.14,18.42,15.75,68.24,58.93,11.2,6.04,11.906,8.569,2.992,0.345,1851,Europe and Central Asia
,2005,15,64,1.36,15.28,13.19,67.96,31.81,15.39,7.44,11.343,8.163,2.724,0.457,1922,Europe and Central Asia
,2010,15,64,0.59,13.9,12.1,69.04,35.01,16.47,8.2,11.47,7.789,3.187,0.493,1958,Europe and Central Asia
,2015,15,64,0.7,12.63,10.95,70.36,60.67,16.31,7.76,11.958,7.373,4.104,0.481,1924,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Slovenia,1950,15,64,19.73,52.43,42.53,25.59,11.61,2.25,1.51,6.935,6.025,0.834,0.075,452,Europe and Central Asia
,1955,15,64,16.39,52.23,44,29.08,14.23,2.3,1.59,7.395,6.359,0.958,0.078,470,Europe and Central Asia
,1960,15,64,13.85,56.19,47.94,28.23,14.47,1.74,1.24,7.545,6.562,0.923,0.059,487,Europe and Central Asia
,1965,15,64,7.7,49.96,33.54,38.31,21.81,4.03,2.55,8.223,6.728,1.364,0.132,508,Europe and Central Asia
,1970,15,64,4.26,45.59,27.35,45.36,27.06,4.91,3.35,8.749,6.94,1.645,0.165,538,Europe and Central Asia
,1975,15,64,3.5,40.5,32.1,48.92,30.99,7.08,4.38,9.495,7.384,1.881,0.229,559,Europe and Central Asia
,1980,15,64,2.23,36.69,32.42,52.99,35.28,8.06,5.16,10.002,7.649,2.088,0.265,586,Europe and Central Asia
,1985,15,64,1.03,25.42,23.38,64.16,43.63,9.39,6.14,10.679,7.836,2.532,0.311,624,Europe and Central Asia
,1990,15,64,0.4,14.39,13.46,75.39,52.23,9.8,6.69,11.006,7.478,3.199,0.33,652,Europe and Central Asia
,1995,15,64,0.4,9.65,8.91,78.17,55.78,11.79,7.62,11.221,7.053,3.779,0.388,685,Europe and Central Asia
,2000,15,64,0.47,3.12,2.83,84.21,62.4,12.21,8.4,11.557,6.685,4.459,0.412,698,Europe and Central Asia
,2005,15,64,0.94,2.3,2.01,81.56,62.46,15.2,9.85,11.688,6.305,4.882,0.501,704,Europe and Central Asia
,2010,15,64,0.89,1.04,0.86,80.75,63.99,17.33,11.7,11.887,6.01,5.296,0.58,702,Europe and Central Asia
,2015,15,64,0.19,1.5,1.1,79.73,61.2,18.52,12.26,11.972,5.815,5.541,0.616,720,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Tajikistan,1950,15,64,35.17,30.4,20.9,30.18,13.77,4.24,2.67,4.803,2.403,2.261,0.138,451,Europe and Central Asia
,1955,15,64,29.45,30.03,20.54,35.52,16.31,5,3.14,5.46,2.632,2.665,0.163,523,Europe and Central Asia
,1960,15,64,23.68,27.36,19.16,41.78,23.22,7.18,4.19,6.476,2.889,3.36,0.227,557,Europe and Central Asia
,1965,15,64,19.34,25.22,17.75,46.97,27.48,8.47,5.19,7.201,3.077,3.851,0.273,592,Europe and Central Asia
,1970,15,64,14.7,21.17,15.32,54.51,34.34,9.62,5.77,8.128,3.295,4.525,0.308,685,Europe and Central Asia
,1975,15,64,10.17,16.44,12.11,62.05,41.23,11.34,6.48,9.11,3.507,5.247,0.356,836,Europe and Central Asia
,1980,15,64,7.04,12.34,9.22,68.8,49.21,11.83,6.68,9.889,3.656,5.862,0.37,1026,Europe and Central Asia
,1985,15,64,4.48,9.05,6.76,73.77,55.65,12.7,7.56,10.555,3.775,6.374,0.405,1213,Europe and Central Asia
,1990,15,64,2.41,6.58,4.95,79.36,62.05,11.65,7.41,10.915,3.871,6.662,0.381,1400,Europe and Central Asia
,1995,15,64,1.06,3.75,2.92,82.99,66.75,12.19,7.51,11.207,3.941,6.872,0.394,1511,Europe and Central Asia
,2000,15,64,0.18,4.2,3.89,84.67,68.64,10.95,7.2,11.153,3.986,6.804,0.363,1666,Europe and Central Asia
,2005,15,64,0.14,13.34,12.44,76.91,62.25,9.61,6.2,10.383,3.976,6.09,0.316,1829,Europe and Central Asia
,2010,15,64,0.13,16.52,15.3,74.03,59.71,9.33,5.82,10.073,3.97,5.8,0.303,2080,Europe and Central Asia
,2015,15,64,0.54,9.9,9.32,64.41,47.7,25.15,12.05,10.82,3.967,6.109,0.744,2588,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Ukraine,1950,15,64,13.23,55.66,44.81,26.78,12.31,4.33,2.83,5.057,3.254,1.66,0.143,10127,Europe and Central Asia
,1955,15,64,11.54,49.6,41.9,33.94,14.07,4.93,3.23,5.577,3.384,2.029,0.163,11653,Europe and Central Asia
,1960,15,64,9.12,44.58,38.54,40.01,19.12,6.29,3.96,6.207,3.515,2.487,0.205,12270,Europe and Central Asia
,1965,15,64,7.42,37.42,32.44,48.53,23.75,6.63,4.4,6.79,3.604,2.966,0.22,12940,Europe and Central Asia
,1970,15,64,5.54,29.3,24.87,58.33,32.5,6.81,4.51,7.503,3.689,3.588,0.226,13966,Europe and Central Asia
,1975,15,64,4.75,21.2,17.97,64.65,38.57,9.4,5.78,8.21,3.745,4.161,0.304,14874,Europe and Central Asia
,1980,15,64,4.03,15.39,12.95,68.06,44.53,12.53,7.33,8.96,4.282,4.281,0.397,15582,Europe and Central Asia
,1985,15,64,3.36,12.65,10.68,67.28,46.54,16.71,10.38,9.578,4.708,4.329,0.542,16100,Europe and Central Asia
,1990,15,64,2.6,10.03,8.49,66.39,47.21,20.98,13.45,10.196,5.149,4.358,0.689,16475,Europe and Central Asia
,1995,15,64,1.22,6.01,5.24,65.56,47.79,27.21,17.43,10.814,5.373,4.549,0.893,16336,Europe and Central Asia
,2000,15,64,0.47,2.96,2.68,63.96,47.26,32.38,21.41,11.215,5.464,4.675,1.076,15949,Europe and Central Asia
,2005,15,64,0.31,3.37,3.17,62.21,47.32,34.11,21.3,11.352,5.443,4.801,1.108,15214,Europe and Central Asia
,2010,15,64,0.27,4.37,4.19,58.72,45.44,36.65,22.64,11.342,5.294,4.863,1.186,14668,Europe and Central Asia
,2015,15,64,0.27,5.22,5.05,56.72,44.64,37.79,23.2,11.381,5.307,4.854,1.22,14907,Europe and Central Asia
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Argentina,1950,15,64,11.77,76.23,28.53,10.26,3.07,1.72,1.3,5.021,4.505,0.455,0.06,5813,Latin America and the Caribbean
,1955,15,64,10.41,73.94,28.39,12.77,4.15,2.89,1.93,5.384,4.677,0.61,0.096,6257,Latin America and the Caribbean
,1960,15,64,8.84,70.95,28.9,15.73,5.57,4.41,2.32,5.844,4.905,0.804,0.135,6684,Latin America and the Caribbean
,1965,15,64,7.07,70.18,29.68,17.58,6.76,5.17,2.56,6.163,5.088,0.921,0.154,7165,Latin America and the Caribbean
,1970,15,64,4.95,68.39,30.37,20.85,8.05,5.87,3.01,6.585,5.327,1.08,0.178,7669,Latin America and the Caribbean
,1975,15,64,4.02,64.35,31.46,23.58,9.85,8.05,3.5,7.105,5.567,1.307,0.231,8247,Latin America and the Caribbean
,1980,15,64,2.48,60.01,31.15,28.63,14.99,8.86,4,7.674,5.815,1.602,0.257,8512,Latin America and the Caribbean
,1985,15,64,3.48,54.66,33.24,30.95,14.98,10.92,4.22,8.084,6.007,1.774,0.303,9052,Latin America and the Caribbean
,1990,15,64,3.69,48.93,32.03,34.1,17.32,13.29,4.24,8.535,6.151,2.034,0.351,9697,Latin America and the Caribbean
,1995,15,64,3.07,47.15,33.83,39.66,21.95,10.13,3.05,8.718,6.319,2.135,0.263,10565,Latin America and the Caribbean
,2000,15,64,2.64,45.09,35.04,45.07,25.34,7.19,1.92,8.864,6.463,2.219,0.182,11323,Latin America and the Caribbean
,2005,15,64,0.7,40.22,33.21,50.24,29.34,8.84,1.73,9.453,6.706,2.536,0.211,12155,Latin America and the Caribbean
,2010,15,64,0.05,32.87,27.36,46.17,26.8,20.92,2.21,10.132,6.67,2.999,0.462,13014,Latin America and the Caribbean
,2015,15,64,0.58,35.41,31.9,44.47,26.51,19.53,1.44,9.984,6.574,2.99,0.419,13577,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Barbados,1950,15,64,3.47,81.41,24.83,13.88,3.17,1.24,0.79,4.721,4.094,0.586,0.041,59,Latin America and the Caribbean
,1955,15,64,2.67,81.96,28.03,13.95,3.38,1.41,0.92,4.873,4.222,0.605,0.047,61,Latin America and the Caribbean
,1960,15,64,2.15,78.89,30.12,17.3,4.03,1.66,1.08,5.202,4.408,0.739,0.055,56,Latin America and the Caribbean
,1965,15,64,1.21,48.31,18.13,48.62,11.5,1.86,1.12,6.997,5.022,1.915,0.06,58,Latin America and the Caribbean
,1970,15,64,0.58,18.43,7.34,79.32,18.69,1.67,1.09,8.728,5.633,3.04,0.055,60,Latin America and the Caribbean
,1975,15,64,0.66,32.06,12.4,63.06,15.12,4.22,2.11,8.095,5.37,2.598,0.126,68,Latin America and the Caribbean
,1980,15,64,2.16,35.21,13.68,56.92,13.09,5.79,2.99,7.853,5.229,2.448,0.176,70,Latin America and the Caribbean
,1985,15,64,1.12,25.01,9.63,67.96,16.34,5.91,3.15,8.537,5.472,2.884,0.181,72,Latin America and the Caribbean
,1990,15,64,1.14,19.01,7.42,75.63,18.72,4.21,2.48,8.801,5.584,3.083,0.134,81,Latin America and the Caribbean
,1995,15,64,0.61,14.99,6.62,81.59,20.27,2.81,1.66,9.026,5.712,3.224,0.089,85,Latin America and the Caribbean
,2000,15,64,0.01,12.49,5.91,86.34,20.73,1.02,0.57,9.098,5.793,3.273,0.032,91,Latin America and the Caribbean
,2005,15,64,0.06,10.26,4.88,88.6,20.33,1.09,0.62,9.202,5.835,3.333,0.034,94,Latin America and the Caribbean
,2010,15,64,0.47,8.73,4.23,89.12,19.62,1.69,0.77,9.237,5.837,3.351,0.049,97,Latin America and the Caribbean
,2015,15,64,1.06,7.3,3.68,80.47,17.18,11.16,4.44,9.654,5.828,3.514,0.312,94,Latin America and the Caribbean
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Belize,1950,15,64,12.85,69.4,46.65,8.05,0.77,9.73,5.45,7.32,6.064,0.953,0.303,20,Latin America and the Caribbean
,1955,15,64,11.44,70.31,48.36,8.03,0.89,10.23,5.87,7.522,6.207,0.993,0.322,21,Latin America and the Caribbean
,1960,15,64,9.86,70.09,50.03,8.91,1.36,11.14,6.15,7.856,6.409,1.102,0.346,24,Latin America and the Caribbean
,1965,15,64,9.04,72.46,63.14,11.31,1.88,7.19,4.04,8.047,6.904,0.918,0.225,24,Latin America and the Caribbean
,1970,15,64,7.78,75.72,71.24,14.91,3.07,1.66,1.11,7.946,7.204,0.686,0.055,28,Latin America and the Caribbean
,1975,15,64,7.31,72.89,70.64,17.61,3.71,2.19,1.28,8.225,7.325,0.83,0.07,32,Latin America and the Caribbean
,1980,15,64,6.7,71.89,58.91,19.18,4.71,2.28,1.42,7.946,6.949,0.923,0.074,37,Latin America and the Caribbean
,1985,15,64,8.87,66.36,55.77,19.95,5,4.82,2.66,8.153,6.867,1.136,0.15,45,Latin America and the Caribbean
,1990,15,64,8.72,61.32,60.96,22.75,6.72,7.2,4.01,8.962,7.284,1.454,0.224,50,Latin America and the Caribbean
,1995,15,64,5.15,54.19,53.82,33.65,10.98,7.02,4,9.604,7.574,1.809,0.221,60,Latin America and the Caribbean
,2000,15,64,2.7,42.08,41.78,48.6,17.02,6.62,3.84,10.17,7.772,2.189,0.209,68,Latin America and the Caribbean
,2005,15,64,1.13,26.83,26.64,66.12,24.84,5.93,3.43,10.745,7.902,2.655,0.187,80,Latin America and the Caribbean
